altid,LMT_Date,LMT_Time,DOP,elevation,slope,sin_aspect,cos_aspect,veg_class,used
20034,6/11/2016,8:00,3.4,1701.14,25.7593,1.91817,0.603811,Shrubland,0
20034,6/11/2016,12:00,2,1695.11,19.5199,1.49778,0.132697,Shrubland,0
20034,6/20/2016,4:00,2.4,2067.4,72.6929,1.61652,1.78734,Shrubland,0
20034,6/20/2016,8:00,2.4,2150.03,107.823,1.86244,1.50615,Shrubland,0
20034,6/20/2016,12:00,3.6,2177.13,88.8153,1.7644,1.64475,Shrubland,0
20034,6/24/2016,0:01,4.2,1686.19,16.5726,0.545379,0.109315,Shrubland,0
20034,6/24/2016,4:00,2.6,2395.78,60.7605,1.99991,0.986603,Open Tree Canopy,0
20034,6/24/2016,8:02,3.4,2149.01,109.35,1.53495,1.84489,Shrubland,0
20034,6/24/2016,12:00,3,1713.28,8.77647,8.35E-05,0.987076,Shrubland,0
20034,6/25/2016,8:00,2.2,1697.51,4.77828,0.0112472,0.850441,Shrubland,0
20034,6/25/2016,12:01,4.4,2178.07,79.7573,1.97988,1.19957,Sparsely Vegetated,0
20034,6/26/2016,8:00,3.6,1731.34,3.45095,1.86862,0.504529,Shrubland,0
20034,6/26/2016,16:00,2.6,1838.26,21.2176,1.86571,1.50054,Shrubland,0
20034,6/28/2016,0:00,4.2,2149.65,56.332,0.108517,0.546946,Shrubland,0
20038,4/20/2016,4:00,2.8,1876.19,84.4056,1.88502,1.46555,Shrubland,0
20038,4/20/2016,8:00,2.2,1895.27,31.8858,0.729411,0.0373049,Shrubland,0
20038,4/29/2016,16:00,5,2244.61,54.7531,0.475172,0.148792,Shrubland,0
20038,5/9/2016,20:02,4.4,1777.21,24.3671,0.137393,0.494125,Sparsely Vegetated,0
20038,5/10/2016,4:00,5,1813.22,45.3411,1.19912,1.97998,Shrubland,0
20038,5/10/2016,8:00,5,1996.57,76.9119,0.000270605,0.976737,Shrubland,0
20038,5/10/2016,16:00,2.8,2100.36,32.8441,0.200025,1.60003,Shrubland,0
20038,5/11/2016,4:00,5.8,1721.9,5.34066,1.03088,1.99952,Shrubland,0
20038,5/11/2016,8:03,21.2,1743.69,9.05216,1.69424,1.71975,Shrubland,0
20038,5/11/2016,12:01,6.2,2098.43,29.3721,1.99895,0.954101,Open Tree Canopy,0
20038,5/12/2016,4:00,2.4,1759.05,9.86532,0.3082,0.277911,Sparsely Vegetated,0
20038,5/12/2016,8:00,3,2001,76.2036,1.96269,1.2706,Shrubland,0
20038,5/12/2016,12:01,4,2501.1,131.939,0.653102,0.0620973,Open Tree Canopy,0
20038,5/15/2016,0:01,4.2,1979.3,43.9402,0.168495,0.444483,Shrubland,0
20038,5/16/2016,4:00,2.6,1941.11,87.5123,1.73293,1.68031,Shrubland,0
20038,5/16/2016,16:01,3.8,2087.43,32.0326,0.0928196,0.579258,Shrubland,0
20038,5/17/2016,16:01,2.4,2024.01,47.843,1.6017,0.201281,Sparsely Vegetated,0
20038,5/17/2016,20:01,3.4,2115.52,53.164,1.65547,0.244775,Shrubland,0
20044,5/24/2016,4:00,3,2277.9,73.685,0.349378,0.240598,Open Tree Canopy,0
20044,5/24/2016,8:00,3.8,1723.25,10.9567,0.121368,0.5225,Shrubland,0
20044,5/24/2016,12:00,1.8,2098.69,20.9944,1.90918,1.41641,Shrubland,0
20044,5/24/2016,16:00,4.4,1698.36,2.28766,0.0326533,1.25346,Shrubland,0
20044,5/25/2016,20:00,2.4,1911.07,70.3658,0.742018,1.96615,Shrubland,0
20044,5/29/2016,0:00,3.2,2068.65,88.6084,1.52029,1.85399,Shrubland,0
20044,5/29/2016,4:00,3.6,2105.85,39.8842,0.00988436,1.14025,Shrubland,0
20044,5/29/2016,8:00,2.4,1696.52,8.57809,0.3376,0.25085,Shrubland,0
20044,5/29/2016,16:00,2.8,2051.69,72.2426,1.64653,0.237114,Shrubland,0
20044,6/8/2016,4:00,2.4,2213.54,63.5647,1.99831,1.05817,Open Tree Canopy,0
20044,6/8/2016,8:00,3.2,2175.6,92.81,1.99356,1.11331,Open Tree Canopy,0
20044,6/8/2016,12:00,2.2,1737.87,9.96875,0.10961,1.4552,Shrubland,0
20044,6/8/2016,16:00,3.2,1745.32,7.00927,0.0277442,1.23392,Shrubland,0
20044,6/11/2016,0:00,2.2,1983.31,65.4025,0.00372422,1.08622,Shrubland,0
20044,6/24/2016,0:00,4.2,1967.26,53.11,1.37011,0.0710118,Shrubland,0
20038_17,4/12/2017,0:00,1.6,1733.74,7.25922,1.69717,1.7169,Shrubland,0
20038_17,4/12/2017,4:00,3.6,2001.38,116.133,1.55538,1.8316,Shrubland,0
20038_17,4/12/2017,8:00,3.8,2032.02,29.5027,1.23314,0.0275579,Shrubland,0
20038_17,4/12/2017,12:00,2.6,1698.43,33.0075,1.99761,1.06911,Shrubland,0
20038_17,4/12/2017,16:00,3.6,1766.31,17.6354,1.98591,0.832739,Shrubland,0
20038_17,4/14/2017,4:00,3.2,2003.07,57.6896,1.99979,0.979604,Shrubland,0
20038_17,4/14/2017,8:00,5,1681.6,6.15175,1.99477,1.10217,Shrubland,0
20038_17,4/14/2017,16:00,2.8,2179.08,75.7144,0.00228226,0.932477,Shrubland,0
20038_17,4/22/2017,4:00,2.8,2093.59,62.5538,1.11256,0.00635523,Shrubland,0
20038_17,4/22/2017,8:00,2.2,2061.26,32.3167,0.0138295,0.834266,Shrubland,0
20038_17,4/22/2017,12:00,3,1721.04,8.74885,0.177615,0.431069,Shrubland,0
20038_17,4/22/2017,16:00,3,1972.29,43.8972,3.89E-05,0.991184,Shrubland,0
20038_17,4/22/2017,20:00,2.4,1779.61,23.1894,0.221506,0.372348,Sparsely Vegetated,0
20038_17,4/23/2017,4:00,6.2,2118.63,86.0957,0.303845,1.71789,Shrubland,0
20038_17,4/23/2017,8:00,2.6,1707.99,11.2782,0.871329,0.0083127,Shrubland,0
20038_17,4/23/2017,12:00,4,2366.32,53.6083,0.296728,0.289079,Open Tree Canopy,0
20038_17,4/24/2017,4:00,2.2,1980.71,29.1079,1.7081,0.293883,Shrubland,0
20038_17,4/24/2017,8:00,2.6,1967.88,74.893,1.96316,0.731083,Shrubland,0
20038_17,4/24/2017,12:00,2.6,2040.2,124.242,0.0839782,0.598871,Sparsely Vegetated,0
20038_17,5/1/2017,0:01,4.2,2052.43,35.9626,0.0636181,1.35098,Shrubland,0
20038_17,5/1/2017,16:00,3.4,1729.87,25.7608,1.96385,1.26645,Shrubland,0
20038_17,5/1/2017,20:00,3.2,2125.17,83.2793,1.10487,1.99449,Shrubland,0
20038_17,5/2/2017,4:00,6.2,1969.96,87.0571,1.99362,0.887177,Shrubland,0
20038_17,5/2/2017,8:00,1.8,1978.65,117.526,0.00640494,0.887001,Shrubland,0
20038_17,5/2/2017,12:00,2.2,2034.16,62.3932,0.0699008,1.36731,Shrubland,0
20038_17,5/8/2017,8:00,4.6,1707.56,6.58571,1.91768,1.39732,Shrubland,0
20038_17,5/8/2017,12:00,2.2,2187.39,41.6546,1.94124,1.33775,Open Tree Canopy,0
22951,4/14/2017,8:00,5.2,1892.11,88.2495,0.113278,0.537697,Shrubland,0
22951,4/14/2017,12:00,2.6,2093.85,27.8273,1.90099,0.566157,Open Tree Canopy,0
22951,4/22/2017,4:00,2.8,1679.47,18.5315,1.86021,1.50994,Shrubland,0
22951,4/22/2017,8:00,2.6,2080.88,99.6143,1.86474,1.50223,Shrubland,0
22951,4/22/2017,12:00,3,1699.52,30.3626,1.12064,0.00730419,Shrubland,0
22951,4/22/2017,16:00,2.4,2242.45,57.3184,0.181583,0.425376,Open Tree Canopy,0
22951,4/22/2017,20:00,2,2147.81,53.4699,0.537457,1.8866,Shrubland,0
22951,4/23/2017,4:00,2,1683.56,1.66052,1.99229,1.12393,Shrubland,0
22951,4/23/2017,8:00,2.6,1683.31,10.9959,1.86508,1.50163,Shrubland,0
22951,4/23/2017,12:01,3.8,1687.13,13.7321,0.290849,0.294944,Shrubland,0
22951,4/24/2017,4:00,2.6,2223.05,53.0942,1.90798,1.41901,Open Tree Canopy,0
22951,4/24/2017,8:00,3.2,1992.8,92.1486,1.61197,0.20912,Shrubland,0
22951,4/24/2017,12:00,2,2078.09,38.5387,0.0560685,1.33014,Open Tree Canopy,0
22951,4/26/2017,8:00,2.6,1957.05,69.3491,0.262756,1.67563,Shrubland,0
22951,4/26/2017,12:01,3.2,2070.68,28.8082,1.92295,0.615084,Shrubland,0
22951,4/26/2017,16:00,3.2,2254.49,87.5663,0.511124,1.87235,Open Tree Canopy,0
22951,4/30/2017,4:00,2.4,1949.81,63.5952,0.579672,1.90737,Shrubland,0
22951,4/30/2017,8:00,3.8,2078.62,115.123,1.93593,1.35218,Open Tree Canopy,0
22951,4/30/2017,12:00,3.8,2125.14,72.0912,0.000915408,1.04278,Open Tree Canopy,0
22951,4/30/2017,16:00,3.6,2035.69,23.2868,0.449243,0.165334,Shrubland,0
22951,5/7/2017,4:00,4.8,2042.25,31.7745,1.97634,1.21622,Shrubland,0
22951,5/7/2017,8:00,3.2,1796.39,38.9165,0.0352108,1.26302,Sparsely Vegetated,0
22952,5/4/2017,16:00,2.8,1782.84,23.5056,0.360059,0.231576,Shrubland,0
22952,5/9/2017,20:00,2,2037.66,32.6846,1.94428,0.670845,Open Tree Canopy,0
22953,5/7/2017,4:00,4.8,1701.98,34.3247,0.167704,0.445669,Shrubland,0
22953,5/7/2017,12:00,3.8,2236.4,126.336,1.95045,1.31087,Open Tree Canopy,0
22953,5/7/2017,16:00,4,1911.21,21.6167,1.33134,0.0564892,Shrubland,0
22953,5/8/2017,4:00,2.6,1944.57,92.0156,0.0655509,0.643903,Shrubland,0
22953,5/8/2017,8:00,3,1776.1,23.0535,1.89542,1.44522,Shrubland,0
22953,5/8/2017,12:00,2.2,1999.41,69.9165,0.778174,1.97509,Shrubland,0
20015,5/14/2016,0:00,3,2164.59,62.7965,1.1626,0.0133074,Open Tree Canopy,0
20015,5/14/2016,16:01,3,2401.74,77.9324,1.07102,1.99747,Open Tree Canopy,0
20015,5/14/2016,20:01,5.8,2423.75,63.2975,1.33767,0.0587353,Open Tree Canopy,0
20015,5/15/2016,16:00,2.6,1820.57,14.1154,0.0851042,0.59631,Shrubland,0
20015,5/20/2016,4:01,5.2,2008.9,28.1347,1.78054,1.62511,Shrubland,0
20015,5/20/2016,8:01,3.4,2081.21,37.9214,0.248413,1.65963,Shrubland,0
20015,5/20/2016,12:00,3.4,1686.35,7.96066,0.704436,0.044677,Shrubland,0
20015,5/25/2016,4:00,4.8,2038.02,33.5679,0.00289631,1.07605,Shrubland,0
20015,5/25/2016,8:00,2.8,2087.68,58.3998,0.00014931,1.01728,Open Tree Canopy,0
20015,5/25/2016,12:00,1.8,2233.76,83.0566,1.90487,1.42569,Shrubland,0
20015,5/25/2016,16:00,3.2,1969.35,77.1633,0.0232612,0.785567,Shrubland,0
20015,5/29/2016,20:00,2.4,1746.42,10.5275,0.374314,0.219925,Shrubland,0
20015,5/30/2016,0:00,6.8,2072.78,85.2247,1.24861,1.9686,Shrubland,0
20015,5/30/2016,4:00,6.4,2075.79,83.7071,0.400192,1.80014,Shrubland,0
20015,5/30/2016,8:00,2.2,2071.34,18.5767,0.230672,1.63885,Shrubland,0
20015,5/30/2016,12:00,2.4,2002.42,20.8357,0.00918639,0.864765,Shrubland,0
20015,5/30/2016,16:00,2.8,1951.88,83.4526,1.91825,0.603992,Shrubland,0
20015,6/2/2016,4:00,2,2018.85,39.997,1.92093,0.610278,Shrubland,0
20015,6/5/2016,4:01,4.4,2193.53,46.5347,1.17565,1.98445,Open Tree Canopy,0
20015,6/5/2016,8:00,2.4,2041.98,25.0876,0.214648,1.61905,Shrubland,0
20015,6/5/2016,12:00,1.6,1685.54,17.8927,0.4934,0.137819,Shrubland,0
20015,6/7/2016,16:00,4.2,2002.52,63.0626,1.99479,0.898025,Shrubland,0
20015,6/7/2016,20:00,2.2,1806.14,69.701,0.0639468,1.35186,Shrubland,0
20015,6/9/2016,20:01,3.4,2422.82,86.3777,1.95408,1.29956,Open Tree Canopy,0
20022,5/28/2016,4:00,4.4,1981.33,40.7934,0.0130906,1.16128,Shrubland,0
20022,5/28/2016,8:01,3.2,1719.94,2.4338,1.19708,1.98039,Shrubland,0
20022,5/28/2016,12:00,2.2,1984.16,52.2577,0.465786,0.154651,Shrubland,0
20022,5/30/2016,4:00,6.2,1689.71,7.79954,1.86627,1.49958,Shrubland,0
20022,5/30/2016,8:00,2.8,1915.86,74.9911,1.99851,1.05462,Shrubland,0
20022,5/30/2016,12:00,2.4,1694.74,8.9802,1.85244,1.52283,Shrubland,0
20022,6/8/2016,4:00,2.6,1946.41,63.3819,0.0545474,0.67424,Shrubland,0
20022,6/8/2016,16:00,3.4,1990.12,67.0869,1.96645,0.743156,Shrubland,0
20022,6/8/2016,20:00,2.2,1938.51,52.9891,0.396751,0.202447,Shrubland,0
20022,6/9/2016,4:00,2.2,2063.86,49.7849,0.00211948,0.934927,Open Tree Canopy,0
20022,6/9/2016,8:00,2.2,1774.7,16.8084,0.283988,0.301912,Shrubland,0
20022,6/18/2016,20:00,2.4,2011.82,21.5484,1.99991,0.986382,Shrubland,0
20022,6/24/2016,20:00,2.2,1967.58,47.4454,1.99385,0.88927,Shrubland,0
20034,5/29/2016,16:00,2.8,1712,9.16542,0.115456,1.46646,Shrubland,0
20034,5/30/2016,4:00,6.2,1711.58,8.43008,1.99198,1.12639,Shrubland,0
20034,5/30/2016,8:00,2.4,1713.27,5.59191,1.79677,1.60428,Shrubland,0
20034,5/30/2016,12:00,2.4,1732.68,22.1231,0.270279,1.68375,Shrubland,0
20034,5/30/2016,20:00,2.4,1947.51,20.837,1.81941,0.426789,Shrubland,0
20034,5/31/2016,8:00,2.4,1925.59,78.3594,1.73321,1.68,Shrubland,0
20034,5/31/2016,12:00,2.4,1747.52,7.984,1.0317,0.000502527,Shrubland,0
20034,6/2/2016,4:00,3.8,2412.68,75.2095,0.148321,0.475936,Open Tree Canopy,0
20034,6/2/2016,8:00,2.4,1856.71,39.2151,1.50329,1.86412,Shrubland,0
20034,6/2/2016,12:00,2,2110.33,28.6708,0.229347,0.362745,Open Tree Canopy,0
20034,6/5/2016,8:00,2.4,1969.65,32.3115,0.00917679,0.864836,Shrubland,0
20034,6/5/2016,12:00,1.8,1798.74,42.3809,0.0591236,0.66125,Shrubland,0
20034,6/6/2016,4:00,2.6,2231.07,74.7159,1.53616,1.84411,Open Tree Canopy,0
20034,6/6/2016,16:00,3.2,1968.52,36.731,1.58487,0.188872,Shrubland,0
20034,6/7/2016,16:00,1.4,2188.8,59.5131,1.86234,1.50632,Open Tree Canopy,0
20034,6/8/2016,4:00,1.8,1718.38,11.2134,0.00201964,1.06352,Shrubland,0
20034,6/10/2016,20:00,2,1991.42,48.7254,1.73586,0.322862,Shrubland,0
20034,6/21/2016,8:00,1.8,1831.43,32.1189,0.0484036,0.69265,Shrubland,0
20034,6/21/2016,12:00,6.4,1814.79,24.6642,0.312178,0.274121,Shrubland,0
20034,6/22/2016,16:00,2.4,1823.95,16.8836,0.0580448,0.664261,Shrubland,0
20038,4/26/2016,16:01,3,1773.66,25.4666,0.653284,1.93797,Sparsely Vegetated,0
20038,4/26/2016,20:02,5.6,1898.26,23.776,1.95943,1.28195,Shrubland,0
20038,5/4/2016,4:00,5.8,1876.24,39.1892,0.30308,0.282851,Shrubland,0
20038,5/5/2016,4:00,3.6,2430.93,74.1212,1.23779,1.97132,Open Tree Canopy,0
20038,5/5/2016,8:00,7.6,2012.29,29.0979,0.296879,0.288929,Shrubland,0
20038,5/5/2016,16:01,4.6,1950.46,78.9356,0.694974,1.95234,Shrubland,0
20038,5/6/2016,4:00,2.8,1987.32,40.9328,0.951938,0.00115567,Shrubland,0
20038,5/6/2016,8:00,2.8,1898.09,65.344,0.89803,0.00521255,Shrubland,0
20038,5/6/2016,12:01,5,1757.5,15.8507,0.896061,0.00541627,Shrubland,0
20038,5/7/2016,4:00,3.2,2006.1,29.5597,1.81791,1.57535,Shrubland,0
20038,5/7/2016,8:00,2.8,1712.56,10.2658,0.0719187,0.627622,Shrubland,0
20038,5/7/2016,12:01,5,2371.63,132.621,1.89906,1.43782,Sparsely Vegetated,0
20038,5/7/2016,20:01,4.4,1772.98,14.1288,1.65841,1.75266,Shrubland,0
20038,5/11/2016,16:00,4.8,2047.79,39.7306,0.0652081,1.3552,Open Tree Canopy,0
20038,5/11/2016,20:01,4.8,1697.31,4.6361,1.03108,1.99952,Shrubland,0
20038,5/12/2016,16:00,2.4,1923.01,15.722,1.45139,1.89233,Shrubland,0
20038,5/13/2016,8:00,5,1746.73,25.9912,1.73663,1.6763,Shrubland,0
20038,5/13/2016,12:00,2.4,1777.05,16.2312,0.969927,1.99955,Sparsely Vegetated,0
20038,5/15/2016,20:03,6,1994.76,56.2218,1.08485,1.99639,Shrubland,0
20038,5/17/2016,4:00,2.6,1736.87,14.0646,0.153566,0.467507,Shrubland,0
20038,5/17/2016,8:00,3.8,1931.95,33.7782,1.9153,1.40276,Shrubland,0
20038,5/17/2016,12:01,8,1694.11,9.34004,1.06694,0.0022431,Shrubland,0
20038,5/19/2016,0:00,5.4,1928.14,38.3419,1.98514,0.828218,Shrubland,0
20038,5/19/2016,4:00,2.6,1999.35,31.5192,1.92968,0.63162,Shrubland,0
20038,5/19/2016,8:00,3.8,1993.13,17.2858,0.701079,1.95428,Shrubland,0
20038,5/19/2016,12:00,2.4,1791.65,13.6301,1.89555,1.44495,Shrubland,0
20044,5/25/2016,16:00,4.2,1887.68,103.216,0.293091,1.7073,Shrubland,0
20044,5/29/2016,12:00,2.4,1890.52,17.8352,0.481794,1.85526,Shrubland,0
20044,5/29/2016,20:00,2.6,1754.43,19.0512,1.1354,1.99079,Shrubland,0
20044,5/30/2016,0:00,2.4,2241.99,81.9979,0.271453,0.315004,Open Tree Canopy,0
20044,5/30/2016,4:00,6.2,1757.93,7.40981,1.93191,1.3627,Shrubland,0
20044,5/30/2016,8:00,5.2,1883.66,33.5153,1.87024,1.49263,Shrubland,0
20044,5/30/2016,12:00,2.4,2033.69,14.4605,1.96135,1.27533,Shrubland,0
20044,5/30/2016,16:00,1.6,2196.66,53.564,1.25969,1.96569,Open Tree Canopy,0
20044,6/11/2016,4:00,2.2,1914.78,23.4696,0.0515763,0.682994,Shrubland,0
20044,6/11/2016,12:00,4.6,2008.97,52.6028,0.157329,0.461571,Shrubland,0
20044,6/11/2016,16:00,1.4,1827.54,35.4199,0.578215,0.0933039,Shrubland,0
20044,6/11/2016,20:00,2.2,1706.19,9.30793,1.55735,0.169721,Shrubland,0
20044,6/23/2016,16:00,2.2,1683.02,3.52093,1.02468,1.9997,Shrubland,0
20044,6/23/2016,20:00,2.4,2065.39,46.3864,0.544093,0.109973,Open Tree Canopy,0
20044,6/24/2016,4:00,3,1825.79,21.3587,0.22471,0.368394,Shrubland,0
20044,6/24/2016,8:00,1.6,1853.26,27.1178,0.28663,0.299212,Shrubland,0
20044,6/24/2016,12:00,3.8,1780.87,14.5988,0.155085,0.4651,Sparsely Vegetated,0
20038_17,4/13/2017,0:00,7,1987.93,45.7365,1.74375,0.331541,Shrubland,0
20038_17,4/13/2017,4:00,3.8,1732.4,16.4431,0.0480726,0.693676,Shrubland,0
20038_17,4/13/2017,8:00,2.2,2418.77,98.6552,1.72506,1.68868,Open Tree Canopy,0
20038_17,4/13/2017,12:00,2,2304.55,114.239,1.07821,0.00306332,Open Tree Canopy,0
20038_17,4/13/2017,16:00,2.6,1728.41,37.5166,1.35784,0.0662156,Shrubland,0
20038_17,5/2/2017,16:00,3,1738.76,20.2458,1.0178,1.99984,Shrubland,0
20038_17,5/2/2017,20:00,4.6,2074.66,30.1504,0.186653,1.58178,Open Tree Canopy,0
20038_17,5/3/2017,4:00,5.6,2260.78,81.5945,0.983148,0.000142038,Open Tree Canopy,0
20038_17,5/3/2017,8:00,3.8,1722.46,7.649,0.418179,1.81332,Shrubland,0
20038_17,5/3/2017,12:01,3.4,2497.95,41.1602,1.99352,0.886348,Open Tree Canopy,0
20038_17,5/3/2017,16:00,3.6,2492.22,93.2645,1.05938,0.00176477,Open Tree Canopy,0
20038_17,5/7/2017,4:00,2.2,2484.86,56.7333,0.685643,0.0506951,Open Tree Canopy,0
20038_17,5/7/2017,8:00,1.6,1719.38,6.60738,1.36673,0.0696739,Shrubland,0
20038_17,5/8/2017,4:00,2.4,1821.63,29.123,0.570867,1.90324,Shrubland,0
20038_17,5/8/2017,16:00,2.8,1873.09,66.2297,0.272772,0.313604,Shrubland,0
22951,4/14/2017,4:00,3.2,1950.77,28.7352,0.0257152,1.22532,Shrubland,0
22951,4/25/2017,4:00,3.4,2483.41,49.8118,0.984154,0.000125587,Open Tree Canopy,0
22951,4/25/2017,8:00,4.4,1915.8,8.98264,0.000033915,1.00823,Shrubland,0
22951,4/25/2017,12:00,4.2,1721.5,0.903445,1.41218,1.9111,Shrubland,0
22951,4/26/2017,4:01,3.4,1893.94,17.279,1.70489,1.70932,Shrubland,0
22951,5/6/2017,20:00,4.4,2283.16,82.7005,1.93208,0.637736,Open Tree Canopy,0
22951,5/7/2017,0:01,6.6,1953.57,3.99995,0.206403,0.391556,Shrubland,0
22951,5/7/2017,12:02,14.8,2032.73,35.4552,1.46093,1.88744,Open Tree Canopy,0
22952,5/8/2017,4:00,4.6,1766.9,14.9354,0.591613,0.087191,Shrubland,0
22952,5/8/2017,8:00,4.6,1929.86,13.0397,0.00854731,1.13047,Shrubland,0
22952,5/9/2017,16:00,4.4,2010.95,59.0358,0.209497,0.387541,Shrubland,0
22952,5/10/2017,0:01,4.8,1875.22,37.1368,0.311454,1.72519,Shrubland,0
22953,5/7/2017,8:00,2,2465.02,63.0521,0.294308,1.70852,Open Tree Canopy,0
22953,5/8/2017,16:00,4.2,1792.53,12.8884,1.75472,1.65604,Shrubland,0
20015,5/24/2016,20:00,3.4,1999.53,11.9102,1.59388,1.80455,Open Tree Canopy,0
20015,5/25/2016,0:00,9.8,1858.74,62.7303,1.99452,1.10452,Shrubland,0
20015,6/2/2016,16:00,3,1965.38,23.5366,0.013654,0.835314,Shrubland,0
20015,6/2/2016,20:00,2.2,1962.23,9.18276,1.3931,1.91949,Shrubland,0
20015,6/5/2016,16:00,2.4,1707.29,3.75585,0.288002,0.297818,Shrubland,0
20015,6/5/2016,20:00,2.2,2426.28,77.6347,0.0160707,1.17856,Open Tree Canopy,0
20015,6/7/2016,0:00,4.6,1778.1,18.8167,0.463819,0.155897,Shrubland,0
20015,6/7/2016,4:00,2,1741.94,7.70524,0.226071,0.366728,Shrubland,0
20015,6/7/2016,8:00,2,2475.98,66.3736,1.7727,1.63477,Open Tree Canopy,0
20015,6/7/2016,12:00,4.2,1930.36,20.9787,0.590007,0.0879115,Shrubland,0
20015,6/10/2016,4:00,6.4,1930.36,20.9787,0.590007,0.0879115,Shrubland,0
20022,5/28/2016,16:00,2.6,1961.27,19.1375,1.92016,0.608457,Shrubland,0
20022,5/28/2016,20:00,4.4,1766.31,6.66433,0.347361,0.242331,Shrubland,0
20022,5/29/2016,20:00,1.6,2393.6,62.2581,0.213865,0.381945,Open Tree Canopy,0
20022,6/5/2016,20:00,2.2,1725.82,18.3231,1.78,1.62578,Shrubland,0
20022,6/7/2016,0:00,2.2,1944.18,27.4281,1.88307,1.46924,Shrubland,0
20022,6/7/2016,4:00,1.4,2197.11,63.2854,1.57393,0.181094,Open Tree Canopy,0
20022,6/7/2016,8:00,4,2248.27,84.2859,0.000108659,1.01474,Open Tree Canopy,0
20022,6/7/2016,12:00,4.2,2001.31,7.75587,1.8582,1.51331,Open Tree Canopy,0
20022,6/7/2016,16:00,3,1736.32,6.73987,0.453998,0.162216,Shrubland,0
20022,6/7/2016,20:00,2.2,1810.49,23.3232,0.0288892,1.23863,Shrubland,0
20022,6/21/2016,20:00,2.4,1975.87,12.8391,0.235781,0.355044,Open Tree Canopy,0
20034,5/29/2016,20:00,2.2,2436.48,48.815,0.367882,0.225128,Open Tree Canopy,0
20034,5/30/2016,0:02,6.6,1844.42,17.712,1.89863,1.43871,Shrubland,0
20034,5/31/2016,4:00,2,1984.84,19.6157,1.57559,1.81774,Shrubland,0
20034,6/2/2016,16:00,2.2,1735.72,14.3768,0.128673,1.4907,Shrubland,0
20034,6/2/2016,20:00,2.2,1888.37,51.5868,0.486654,1.85818,Shrubland,0
20034,6/5/2016,16:01,3.8,1875.01,23.957,0.162369,0.453763,Shrubland,0
20034,6/5/2016,20:00,2.2,1922.63,20.308,0.824297,0.0155568,Shrubland,0
20034,6/6/2016,20:00,3.4,2171.23,71.8835,1.93082,1.36549,Open Tree Canopy,0
20034,6/7/2016,0:00,2.2,1792.15,10.2793,1.74603,1.66591,Shrubland,0
20034,6/7/2016,20:00,2.6,1721.52,8.13447,0.225604,0.367299,Shrubland,0
20034,6/21/2016,4:00,1.6,2034.21,41.8095,0.210018,1.61313,Shrubland,0
20034,6/21/2016,16:00,2.6,1868.68,11.6178,1.9453,1.32621,Shrubland,0
20034,6/22/2016,4:00,2.4,2163.2,58.6366,0.516432,0.124693,Open Tree Canopy,0
20034,6/22/2016,8:00,1.8,2419.55,64.9344,0.733716,0.0361055,Open Tree Canopy,0
20034,6/22/2016,12:00,3,2421.84,68.6898,0.492713,0.138223,Open Tree Canopy,0
20034,6/22/2016,20:00,2,1940.67,10.3043,0.395858,1.79688,Shrubland,0
20038,5/2/2016,0:01,5,2108.24,86.4236,1.43135,0.0978165,Open Tree Canopy,0
20038,5/2/2016,4:00,2.8,2476.94,63.9085,1.77593,1.63082,Open Tree Canopy,0
20038,5/2/2016,8:00,2.8,2425.78,56.3122,1.97797,0.791271,Open Tree Canopy,0
20038,5/2/2016,12:00,3.2,1844.66,48.1624,1.86907,1.49468,Shrubland,0
20038,5/2/2016,16:00,5.6,1997.61,28.3291,1.92167,1.38797,Shrubland,0
20038,5/2/2016,20:01,3.4,2285.7,68.2547,0.368973,1.77576,Open Tree Canopy,0
20038,5/3/2016,4:00,3.6,2103.5,42.4109,1.43141,1.90215,Open Tree Canopy,0
20038,5/3/2016,8:00,2,1777.94,18.5456,1.97163,1.23649,Shrubland,0
20038,5/3/2016,12:00,3.4,1713.79,13.8301,0.0254575,0.775797,Shrubland,0
20038,5/3/2016,16:00,8,2120.75,45.7489,0.466517,1.84581,Open Tree Canopy,0
20038,5/4/2016,8:00,3.8,2251.94,59.8661,0.729545,0.0372673,Open Tree Canopy,0
20038,5/4/2016,16:00,5,1931.47,13.2889,1.62399,1.78143,Shrubland,0
20038,5/5/2016,20:00,3.6,1871.18,18.6302,1.46979,0.117222,Shrubland,0
20038,5/6/2016,16:01,3,1943.28,13.8716,0.308437,0.277684,Shrubland,0
20038,5/6/2016,20:01,5.2,2190.78,61.9931,1.41042,0.0881047,Open Tree Canopy,0
20038,5/7/2016,16:00,4.8,1747.65,11.7929,0.423935,1.8174,Shrubland,0
20038,5/8/2016,0:01,3.6,1848.52,17.4438,0.0991045,0.565964,Shrubland,0
20038,5/8/2016,4:00,2,1800.58,24.5678,1.7043,0.2901,Shrubland,0
20038,5/8/2016,8:02,3.2,2074.22,33.446,0.982129,1.99984,Open Tree Canopy,0
20038,5/8/2016,12:00,3.4,1732.35,6.23558,1.43448,0.0993183,Shrubland,0
20038,5/8/2016,16:00,3.8,1782.83,3.28496,0.355352,0.235521,Shrubland,0
20038,5/10/2016,0:02,5.8,1987.78,35.1323,1.70046,1.71369,Shrubland,0
20038,5/10/2016,20:00,4.6,1950.66,19.9551,0.272774,1.6864,Shrubland,0
20038,5/12/2016,0:00,3.6,1828.31,32.4698,1.94631,1.32327,Shrubland,0
